Date,Month,Year,SOI,SOI_3MON_AVG
2005-10-01,Oct,2005,1.2,0.4666666666666667
2005-11-01,Nov,2005,-0.2,0.3333333333333333
2005-12-01,Dec,2005,0,0.5
2006-01-01,Jan,2006,1.7,0.6
2006-02-01,Feb,2006,0.1,1.2
2006-03-01,Mar,2006,1.8,1
2006-04-01,Apr,2006,1.1,0.8
2006-05-01,May,2006,-0.5,0.13333333333333336
2006-06-01,Jun,2006,-0.2,-0.43333333333333335
2006-07-01,Jul,2006,-0.6,-0.6
2006-08-01,Aug,2006,-1,-0.7333333333333333
2006-09-01,Sep,2006,-0.6,-0.9666666666666666
2006-10-01,Oct,2006,-1.3,-0.6
2006-11-01,Nov,2006,0.1,-0.5
2006-12-01,Dec,2006,-0.3,-0.3333333333333333
2007-01-01,Jan,2007,-0.8,-0.39999999999999997
2007-02-01,Feb,2007,-0.1,-0.23333333333333334
2007-03-01,Mar,2007,0.2,0
2007-04-01,Apr,2007,-0.1,0
2007-05-01,May,2007,-0.1,0.1
2007-06-01,Jun,2007,0.5,0.03333333333333333
2007-07-01,Jul,2007,-0.3,0.2
2007-08-01,Aug,2007,0.4,0.10000000000000002
2007-09-01,Sep,2007,0.2,0.43333333333333335
2007-10-01,Oct,2007,0.7,0.6
2007-11-01,Nov,2007,0.9,1.1
2007-12-01,Dec,2007,1.7,1.4666666666666666
2008-01-01,Jan,2008,1.8,2.033333333333333
2008-02-01,Feb,2008,2.6,1.9333333333333331
2008-03-01,Mar,2008,1.4,1.5666666666666667
2008-04-01,Apr,2008,0.7,0.6666666666666666
2008-05-01,May,2008,-0.1,0.39999999999999997
2008-06-01,Jun,2008,0.6,0.26666666666666666
2008-07-01,Jul,2008,0.3,0.6333333333333333
2008-08-01,Aug,2008,1,0.8333333333333333
2008-09-01,Sep,2008,1.2,1.1666666666666665
2008-10-01,Oct,2008,1.3,1.2666666666666666
2008-11-01,Nov,2008,1.3,1.3333333333333333
2008-12-01,Dec,2008,1.4,1.2666666666666666
2009-01-01,Jan,2009,1.1,1.4666666666666666
2009-02-01,Feb,2009,1.9,1.1333333333333333
2009-03-01,Mar,2009,0.4,1.0333333333333332
2009-04-01,Apr,2009,0.8,0.3666666666666667
2009-05-01,May,2009,-0.1,0.26666666666666666
2009-06-01,Jun,2009,0.1,0.06666666666666668
2009-07-01,Jul,2009,0.2,0.03333333333333333
2009-08-01,Aug,2009,-0.2,0.09999999999999999
2009-09-01,Sep,2009,0.3,-0.36666666666666664
2009-10-01,Oct,2009,-1.2,-0.5
2009-11-01,Nov,2009,-0.6,-0.8333333333333333
2009-12-01,Dec,2009,-0.7,-0.7999999999999999
2010-01-01,Jan,2010,-1.1,-1.1
2010-02-01,Feb,2010,-1.5,-1.1
2010-03-01,Mar,2010,-0.7,-0.33333333333333337
2010-04-01,Apr,2010,1.2,0.4666666666666667
2010-05-01,May,2010,0.9,0.8333333333333333
2010-06-01,Jun,2010,0.4,1.0333333333333332
2010-07-01,Jul,2010,1.8,1.3333333333333333
2010-08-01,Aug,2010,1.8,1.9333333333333336
2010-09-01,Sep,2010,2.2,1.9
2010-10-01,Oct,2010,1.7,1.7333333333333334
2010-11-01,Nov,2010,1.3,1.9666666666666666
2010-12-01,Dec,2010,2.9,2.1666666666666665
2011-01-01,Jan,2011,2.3,2.633333333333333
2011-02-01,Feb,2011,2.7,2.5
2011-03-01,Mar,2011,2.5,2.3666666666666667
2011-04-01,Apr,2011,1.9,1.5999999999999999
2011-05-01,May,2011,0.4,0.8333333333333333
2011-06-01,Jun,2011,0.2,0.5333333333333333
2011-07-01,Jul,2011,1,0.5333333333333333
2011-08-01,Aug,2011,0.4,0.8
2011-09-01,Sep,2011,1,0.7333333333333333
2011-10-01,Oct,2011,0.8,0.9666666666666666
2011-11-01,Nov,2011,1.1,1.4666666666666666
2011-12-01,Dec,2011,2.5,1.5666666666666667
2012-01-01,Jan,2012,1.1,1.3666666666666667
2012-02-01,Feb,2012,0.5,0.7666666666666666
2012-03-01,Mar,2012,0.7,0.29999999999999993
2012-04-01,Apr,2012,-0.3,0.1333333333333333
2012-05-01,May,2012,0,-0.23333333333333334
2012-06-01,Jun,2012,-0.4,-0.13333333333333333
2012-07-01,Jul,2012,0,-0.2
2012-08-01,Aug,2012,-0.2,0
2012-09-01,Sep,2012,0.2,0.09999999999999999
2012-10-01,Oct,2012,0.3,0.26666666666666666
2012-11-01,Nov,2012,0.3,0
2012-12-01,Dec,2012,-0.6,-0.1333333333333333
2013-01-01,Jan,2013,-0.1,-0.3
2013-02-01,Feb,2013,-0.2,0.4
2013-03-01,Mar,2013,1.5,0.5
2013-04-01,Apr,2013,0.2,0.8333333333333333
2013-05-01,May,2013,0.8,0.7333333333333333
2013-06-01,Jun,2013,1.2,0.9333333333333333
2013-07-01,Jul,2013,0.8,0.7333333333333333
2013-08-01,Aug,2013,0.2,0.43333333333333335
2013-09-01,Sep,2013,0.3,0.1333333333333333
2013-10-01,Oct,2013,-0.1,0.3
2013-11-01,Nov,2013,0.7,0.23333333333333334
2013-12-01,Dec,2013,0.1,0.7333333333333333
2014-01-01,Jan,2014,1.4,0.5333333333333333
2014-02-01,Feb,2014,0.1,0.19999999999999996
2014-03-01,Mar,2014,-0.9,6.938893903907228e-18
2014-04-01,Apr,2014,0.8,0.13333333333333336
2014-05-01,May,2014,0.5,0.5
2014-06-01,Jun,2014,0.2,0.16666666666666666
2014-07-01,Jul,2014,-0.2,-0.23333333333333334
2014-08-01,Aug,2014,-0.7,-0.5333333333333333
2014-09-01,Sep,2014,-0.7,-0.6666666666666666
2014-10-01,Oct,2014,-0.6,-0.7333333333333333
2014-11-01,Nov,2014,-0.9,-0.7
2014-12-01,Dec,2014,-0.6,-0.7666666666666666
2015-01-01,Jan,2015,-0.8,-0.4
2015-02-01,Feb,2015,0.2,-0.4333333333333333
2015-03-01,Mar,2015,-0.7,-0.16666666666666663
2015-04-01,Apr,2015,0,-0.4666666666666666
2015-05-01,May,2015,-0.7,-0.4333333333333333
2015-06-01,Jun,2015,-0.6,-0.7999999999999999
2015-07-01,Jul,2015,-1.1,-1.0333333333333332
2015-08-01,Aug,2015,-1.4,-1.3666666666666667
2015-09-01,Sep,2015,-1.6,-1.5666666666666667
2015-10-01,Oct,2015,-1.7,-1.2666666666666666
2015-11-01,Nov,2015,-0.5,-0.9333333333333333
2015-12-01,Dec,2015,-0.6,-1.1
2016-01-01,Jan,2016,-2.2,-1.5999999999999999
2016-02-01,Feb,2016,-2,-1.4333333333333333
2016-03-01,Mar,2016,-0.1,-1.0999999999999999
2016-04-01,Apr,2016,-1.2,-0.29999999999999993
2016-05-01,May,2016,0.4,-0.06666666666666665
2016-06-01,Jun,2016,0.6,0.4666666666666667
2016-07-01,Jul,2016,0.4,0.5666666666666667
2016-08-01,Aug,2016,0.7,0.7666666666666666
2016-09-01,Sep,2016,1.2,0.5333333333333333
2016-10-01,Oct,2016,-0.3,0.2666666666666666
2016-11-01,Nov,2016,-0.1,-0.03333333333333334
2016-12-01,Dec,2016,0.3,0.13333333333333333
2017-01-01,Jan,2017,0.2,0.13333333333333333
2017-02-01,Feb,2017,-0.1,0.3333333333333333
2017-03-01,Mar,2017,0.9,0.2
2017-04-01,Apr,2017,-0.2,0.3333333333333333
2017-05-01,May,2017,0.3,-0.1
2017-06-01,Jun,2017,-0.4,0.23333333333333334
2017-07-01,Jul,2017,0.8,NA
